	securityName	securityClass	putCall	cusipSedol	isin	manualIdentifier	ticker	formType	name	lei	currencyCode	payoffProfile	issuerClass	fairValueLevel	couponKind	countryCode	units	fileDate	effectiveDate	superceded	principal	shares	percent	value	sharesChange	percentChange	prevShares	prevValue	percentValueChange	percentOwnershipChange	sharePrice	costBasis	profit	performance	sharesMultiplier	valueMultiplier	allocation	prevAllocation	allocationPercentChange	allocationChange	current	unrealized	realized	pageDataId	lineNbr	default	option	formTypeShort	formattedFileDate	valueChange	bestIdentifier	restricted	safeAllocationChange	latestUnrealized	slug	url	ownershipPercent	ownershipPercentChange	sharesPercentChange	valuePercentChange	symbol
10	INTEL CORP	COM		458140100				13F-HR	Capital Asset Advisory Services LLC									2025-01-22	2024-12-31	False		98510.0		2025374	12397.0	14.396200341411866	86113.0	2008.0	0.85		21.9391	271.9790227	-254.60502269999998	-12.67953300298805		0.001	0.09972283156802354	0.10044575932497764	-0.7197195399908992	-0.0007229277569541		-1604.049					False	13F	01-22	17000	458140100		-0.0007229277569541	2258.743	capital-asset-advisory-services-llc	https://fintel.io/i/capital-asset-advisory-services-llc	0.002275057736720554	14.396200341411866	14.396200341411866	0.85	INTC
11	Intel Corp	EC		458140100	US4581401001		INTC	NPORT-P	GUSA - Goldman Sachs ETF Trust II - Goldman Sachs MarketBeta U.S. 1000 Equity ETF	KNX4USFCNGPY45LOCE31	USD	Long	CORP	1		US	NS	2025-01-28	2024-11-30	False		144759.0		3481453	3264.0	2.3067952931198983	141495.0	3118.0	11.64		45.22133	6546.194			1.0	0.001	0.183693835514	0.178418395598	2.9567802682668862	0.005275439916		-3064.74					False	NP	01-28	363000	US4581401001		0.005275439916	-2827.335	goldman-sachs-etf-trust-ii-goldman-sachs-marketbeta-u-s-1000-equity-etf	https://fintel.io/i/goldman-sachs-etf-trust-ii-goldman-sachs-marketbeta-u-s-1000-equity-etf	0.003343163972286374	2.3067952931198983	2.3067952931198983	11.64	INTC
12	Intel Corp	CL		458140100				13F-HR	General Partner, Inc.									2025-01-03	2024-12-31	False		12366.0		247939	750.0	6.456611570247934	11616.0	272.0	-9.19		27.47392	339.7425				0.001	0.09221404730357959	0.1692899145650343	-45.528918517969544	-0.07707586726145471		-91.80416					False	13F	01-03	-25000	458140100		-0.07707586726145471	-22.05996	general-partner-inc	https://fintel.io/i/general-partner-inc	0.0002855889145496536	6.456611570247934	6.456611570247934	-9.19	INTC
13	Intel Corp	EC		458140100	US4581401001			NPORT-P	Brighthouse Funds Trust II - MetLife Stock Index Portfolio Class A	KNX4USFCNGPY45LOCE31	USD	Long	CORP	1		US	NS	2025-02-28	2024-12-31	False		755089.0		15139534	39995.0	5.5929709940231636	715094.0	16776.0	-9.76		47.76135	36064.07			1.0	0.001	0.169932005985	0.203790287397	-16.614276295730093	-0.033858281412		-20924.53					False	NP	02-28	-1637000	US4581401001		-0.033858281412	-16665.83	brighthouse-funds-trust-ii-metlife-stock-index-portfolio-class-a	https://fintel.io/i/brighthouse-funds-trust-ii-metlife-stock-index-portfolio-class-a	0.01743854503464203	5.5929709940231636	5.5929709940231636	-9.76	INTC
14	Intel Corp	COM		458140100				13F-HR	Quantitative Investment Management, LLC									2025-02-14	2024-12-31	False		23971.0		480	-413275.0	-94.51773143722298	437246.0	10.0	-100.0		0.0214	-8.844085	-0.675915	-6.75915		0.001	0.03596963263764566	1.0105568062582206	-96.44061250046595	-0.9745871736205749		-587.4624					False	13F	02-14	-10000	458140100		-0.9745871736205749	624.6591	quantitative-investment-management-llc	https://fintel.io/i/quantitative-investment-management-llc	0.0005536027713625866	-94.51773143722298	-94.51773143722298	-100.0	INTC
15	INTEL CORP	COM		458140100				13F-HR	SageView Advisory Group, LLC									2025-02-13	2024-12-31	False		16086.0		322541	6741.0	72.13483146067416	9345.0	219.0	47.03		28.48858	458.2673				0.001	0.01388263328595849	0.01112586882378524	24.777970204715608	0.00275676446217325		-135.743					False	13F	02-13	103000	458140100		0.00275676446217325	-45.01796	sageview-advisory-group-llc	https://fintel.io/i/sageview-advisory-group-llc	0.0003715011547344111	72.13483146067416	72.13483146067416	47.03	INTC
16	INTEL CORP	COM	Put	458140100				13F-HR	Point72 (DIFC) Ltd									2025-02-14	2024-12-31	False		148700.0		2981435	-235000.0	-61.245764920510815	383700.0	9001.0	-66.88		41.42565	6159.994				0.001	0.10955172983217053	0.3050277215194598	-64.08466440805725	-0.19547599168728927		-3178.559					put	13F	02-14	-6020000	458140100		-0.19547599168728927	-2339.891	point72-difc-ltd	https://fintel.io/i/point72-difc-ltd	0.003434180138568129	-61.245764920510815	-61.245764920510815	-66.88	INTC
17	INTEL CORP	COM		458140100				13F-HR	Hickory Point Bank & Trust									2025-02-05	2024-12-31	False		19665.0		394283	19665.0							394.283				0.001	0.3498013662714398			0.3498013662714398		-49.27444					False	13F	02-05	394000	458140100		0.3498013662714398		hickory-point-bank-trust-4302	https://fintel.io/i/hickory-point-bank-trust-4302	0.0004541570438799076				INTC
18	INTEL CORP	COM		458140100				13F-HR	Point72 (DIFC) Ltd									2025-02-14	2024-12-31	False		142365.0		2854424	142365.0						22.55569	3211.141				0.001	0.10488475746560415			0.10488475746560415		-356.7229					False	13F	02-14	2854000	458140100		0.10488475746560415	446.2158	point72-difc-ltd	https://fintel.io/i/point72-difc-ltd	0.003287875288683603				INTC
19	INTEL CORP	COM	Call	458140100				13F-HR	Point72 (DIFC) Ltd									2025-02-14	2024-12-31	False		178000.0		3568900	-182700.0	-50.65151095092875	360700.0	8462.0	-57.84		36.81678	6553.388				0.001	0.13113791466123978	0.2867435474382829	-54.26648103059226	-0.15560563277704312		-2984.488					call	13F	02-14	-4894000	458140100		-0.15560563277704312	-1980.568	point72-difc-ltd	https://fintel.io/i/point72-difc-ltd	0.004110854503464203	-50.65151095092875	-50.65151095092875	-57.84	INTC
20	INTEL CORP COM	Stock		458140100				13F-HR	Fortitude Family Office, LLC									2025-01-10	2024-12-31	False		12761.0		255858	32.0	0.25139445360986723	12729.0	298.0	-14.43		31.01635	395.7996				0.001	0.091288903279311	0.11819620250596832	-22.764943928971526	-0.02690729922665732		-139.9415					False	13F	01-10	-43000	458140100		-0.02690729922665732	-67.96951	fortitude-family-office-llc	https://fintel.io/i/fortitude-family-office-llc	0.0002947113163972286	0.25139445360986723	0.25139445360986723	-14.43	INTC
21	INTEL CORP COMMON STOCK USD.001	EC		458140100	US4581401001			NPORT-P	PSTKX - PIMCO FUNDS - PIMCO StocksPLUS Fund Institutional	KNX4USFCNGPY45LOCE31	USD	Long	CORP	1		US	NS	2024-11-27	2024-09-30	False		17032.0		399570	-4348.0	-20.336763330215156	21380.0	662.0	-39.73		37.51716	638.9923			1.0	0.001	0.0150147	0.0256368	-41.433018161393	-0.0106221		-239.4216					False	NP	11-27	-263000	US4581401001		-0.0106221	-201.4402	pimco-funds-pimco-stocksplus-fund-institutional	https://fintel.io/i/pimco-funds-pimco-stocksplus-fund-institutional	0.0003933487297921478	-20.336763330215156	-20.336763330215156	-39.73	INTC
22	INTEL CORP	COM		458140100				13F-HR	Anchor Capital Advisors Llc									2025-02-05	2024-12-31	False		0.0		0	-11355.0	-100.0	11355.0	266.0	-100.0			-266.0	0.0			0.001		0.007077062866491659	-100.0	-0.007077062866491659							False	13F	02-05	-266000	458140100		-0.007077062866491659		anchor-capital-advisors-llc	https://fintel.io/i/anchor-capital-advisors-llc	0.0	-100.0	-100.0	-100.0	INTC
23	INTEL CORPORATION	COM		458140100				13F-HR	Louisbourg Investments Inc.									2025-01-29	2024-12-31	False		60.0		1203	-15.0	-20.0	75.0	1.0	0.0		32.76825	1.966095				0.001	0.00031577587032994355	0.000445101876776363	-29.055372083141766	-0.00012932600644641946		-0.7630952					False	13F	01-29	0	458140100		-0.00012932600644641946	-0.424695	louisbourg-investments-inc-6447	https://fintel.io/i/louisbourg-investments-inc-6447	1.38568129330254e-06	-20.0	-20.0	0.0	INTC
24	Intel Corp	EC		458140100	US4581401001			NPORT-P	TISCX - TIAA-CREF FUNDS - TIAA-CREF Social Choice Equity Fund Institutional Class	KNX4USFCNGPY45LOCE31	USD	Long	CORP	1		US	NS	2024-12-26	2024-10-31	False		1988726.0		42797383	188265.0	10.456488643741798	1800461.0	55346.0	-22.67		26.13	4919.36445	-17467.98145	-31.56141627217865	1.0	0.001	0.686128497734	0.877619509529	-21.819365877334388	-0.191491011795		-42823.71					False	NP	12-26	-12549000	US4581401001		-0.191491011795	46171.01	tiaa-cref-funds-tiaa-cref-social-choice-equity-fund-institutional-class	https://fintel.io/i/tiaa-cref-funds-tiaa-cref-social-choice-equity-fund-institutional-class	0.04592900692840647	10.456488643741798	10.456488643741798	-22.67	INTC
25	Intel Corp.	EC		458140100	US4581401001			NPORT-P	ANEW - PROSHARES TRUST - ProShares MSCI Transformational Changes ETF									2024-10-25	2024-08-31	False		0.0		0	-562.0	-100.0	562.0	17.0	-100.0			-17.0	0.0					0.20898945446	-100.0	-0.20898945446							False	NP	10-25	-17000	US4581401001		-0.20898945446		proshares-trust-proshares-msci-transformational-changes-etf	https://fintel.io/i/proshares-trust-proshares-msci-transformational-changes-etf	0.0	-100.0	-100.0	-100.0	INTC
26	INTEL CORP	EC		458140100	US4581401001			NPORT-P	VMNFX - Vanguard Montgomery Funds - Vanguard Market Neutral Fund Investor Shares									2024-11-26	2024-09-30	False		0.0		0	-15183.0	-100.0	15183.0	470.0	-100.0		32.76825	565.3835			1.0	0.001		0.100859548025	-100.0	-0.100859548025		-565.3835					False	NP	11-26	-470000	US4581401001		-0.100859548025	-565.3835	vanguard-montgomery-funds	https://fintel.io/i/vanguard-montgomery-funds	0.0	-100.0	-100.0	-100.0	INTC
27	Intel Corp	EC		458140100	US4581401001			NPORT-P	ACWI - iSHARES TRUST - iShares MSCI ACWI ETF	KNX4USFCNGPY45LOCE31	USD	Long	CORP	1		US	NS	2024-12-26	2024-10-31	False		1047882.0		22550420	18330.0	1.780386031982843	1029552.0	31648.0	-28.75		50.34369	52754.25			1.0	0.001	0.118814999302	0.173699174826	-31.597257487825853	-0.054884175524		-30203.82					False	NP	12-26	-9098000	US4581401001		-0.054884175524	-25834.16	ishares-trust-ishares-msci-acwi-etf	https://fintel.io/i/ishares-trust-ishares-msci-acwi-etf	0.02420050808314088	1.780386031982843	1.780386031982843	-28.75	INTC
28	INTEL CORP 0.00000000	EC		458140100	US4581401001			NPORT-P	PRBLX - PARNASSUS INCOME FUNDS - Parnassus Core Equity Fund Investor Shares									2024-11-08	2024-09-30	False		0.0		0	-15712141.0	-100.0	15712141.0	486605.0	-100.0			-486605.0	0.0		1.0	0.001		1.619560122815	-100.0	-1.619560122815							False	NP	11-08	-486605000	US4581401001		-1.619560122815		parnassus-income-funds	https://fintel.io/i/parnassus-income-funds	0.0	-100.0	-100.0	-100.0	INTC
29	INTEL CORP	COM		458140100				13F-HR	Angeles Wealth Management, Llc									2025-01-28	2024-12-31	False		12520.0		251026	676.0	5.7075312394461335	11844.0	277.0	-9.39		21.7187	14.6818412	-40.65584119999999	-14.67719898916967		0.001	0.020690085608948503	0.02393183898059275	-13.545776295223735	-0.003241753371644247		-268.8805					False	13F	01-28	-26000	458140100		-0.003241753371644247	306.957	angeles-wealth-management-llc	https://fintel.io/i/angeles-wealth-management-llc	0.0002891454965357968	5.7075312394461335	5.7075312394461335	-9.39	INTC
30	INTEL CORP	COM		458140100				13F-HR	Alesco Advisors Llc									2024-11-12	2024-09-30	False		0.0		0	-7230.0	-100.0	7230.0	223913.0								0.001											False	13F	11-12	-223913000	458140100		0.0		alesco-advisors-llc	https://fintel.io/i/alesco-advisors-llc	0.0	-100.0	-100.0		INTC
31	INTEL CORP	EC		458140100	US4581401001			NPORT-P	PRSIX - T. Rowe Price Spectrum Funds II, Inc. - T. Rowe Price Spectrum Conservative Allocation Fund									2024-10-28	2024-08-31	False		0.0		0	-35908.0	-100.0	35908.0	1107.0	-100.0			-1107.0	0.0		1.0	0.001		0.0586708014	-100.0	-0.0586708014							False	NP	10-28	-1107000	US4581401001		-0.0586708014		t-rowe-price-spectrum-funds-ii-inc-t-rowe-price-spectrum-conservative-allocation-fund	https://fintel.io/i/t-rowe-price-spectrum-funds-ii-inc-t-rowe-price-spectrum-conservative-allocation-fund	0.0	-100.0	-100.0	-100.0	INTC
32	INTEL CORP	COM		458140100				13F-HR	Grandfield & Dodd, Llc									2025-02-06	2024-12-31	False		0.0		0	-8608.0	-100.0	8608.0	201.0	-100.0			-201.0	0.0			0.001		0.01196679250397899	-100.0	-0.01196679250397899							False	13F	02-06	-201000	458140100		-0.01196679250397899		grandfield-dodd-llc	https://fintel.io/i/grandfield-dodd-llc	0.0	-100.0	-100.0	-100.0	INTC
33	Intel Corp	EC		458140100	US4581401001			NPORT-P	PIONEER VARIABLE CONTRACTS TRUST /MA/ - Pioneer Equity Income VCT Portfolio : Class I									2024-11-25	2024-09-30	False		0.0		0	-45467.0	-100.0	45467.0	1408.0	-100.0			-1408.0	0.0		1.0	0.001		1.817278196547	-100.0	-1.817278196547							False	NP	11-25	-1408000	US4581401001		-1.817278196547		pioneer-variable-contracts-trust	https://fintel.io/i/pioneer-variable-contracts-trust	0.0	-100.0	-100.0	-100.0	INTC
34	Intel Corp	EC		458140100	US4581401001		INTC	NPORT-P	TUG - Listed Funds Trust - STF Tactical Growth ETF	KNX4USFCNGPY45LOCE31	USD	Long	CORP	1		US	NS	2025-02-28	2024-12-31	False		31923.0		640056	-20195.0	-38.74860892589892	52118.0	1222.0	-47.63		32.73267	1044.925			1.0	0.001	0.3346158564	0.6431286823	-47.97062149314748	-0.3085128259		-404.8688					False	NP	02-28	-582000	US4581401001		-0.3085128259	-224.8231	listed-funds-trust-stf-tactical-growth-etf	https://fintel.io/i/listed-funds-trust-stf-tactical-growth-etf	0.0007372517321016166	-38.74860892589892	-38.74860892589892	-47.63	INTC
35	INTEL CORP	EC		458140100	US4581401001			NPORT-P	VICTORY VARIABLE INSURANCE FUNDS - Victory S&P 500 Index VIP Series Class I	KNX4USFCNGPY45LOCE31	USD	Long	CORP	1		US	NS	2025-02-27	2024-12-31	False		7643.0		153242	-459.0	-5.665267835102444	8102.0	190.0	-19.47		49.17109	375.8147			1.0	0.001	0.169902058444	0.202695107924	-16.178510579690787	-0.03279304948		-222.5725					False	NP	02-27	-37000	US4581401001		-0.03279304948	-179.466	victory-variable-insurance-funds-victory-s-p-500-index-vip-series-class-i	https://fintel.io/i/victory-variable-insurance-funds-victory-s-p-500-index-vip-series-class-i	0.0001765127020785219	-5.665267835102444	-5.665267835102444	-19.47	INTC
36	Intel Corp	EC		458140100	US4581401001			NPORT-P	SUNAMERICA SERIES TRUST - SA Goldman Sachs Multi-Asset Insights Portfolio Class 1									2024-09-26	2024-07-31	False		0.0		0	-1789.0	-100.0	1789.0	54.0	-100.0			-54.0	0.0		1.0	0.001		0.119126156862	-100.0	-0.119126156862							False	NP	09-26	-54000	US4581401001		-0.119126156862		sunamerica-series-trust-sa-goldman-sachs-multi-asset-insights-portfolio-class-1	https://fintel.io/i/sunamerica-series-trust-sa-goldman-sachs-multi-asset-insights-portfolio-class-1	0.0	-100.0	-100.0	-100.0	INTC
37	INTEL CORP	EC		458140100	US4581401001			NPORT-P	TRPBX - T. Rowe Price Spectrum Funds II, Inc. - T. Rowe Price Spectrum Moderate Allocation Fund									2024-10-28	2024-08-31	False		0.0		0	-54204.0	-100.0	54204.0	1672.0	-100.0			-1672.0	0.0		1.0	0.001		0.0836324706	-100.0	-0.0836324706							False	NP	10-28	-1672000	US4581401001		-0.0836324706		t-rowe-price-personal-strategy-funds	https://fintel.io/i/t-rowe-price-personal-strategy-funds	0.0	-100.0	-100.0	-100.0	INTC
38	Intel Corp.	EC		458140100	US4581401001			NPORT-P	AMOMX - AQR Funds - AQR Large Cap Momentum Style Fund Class I									2024-11-25	2024-09-30	False		0.0		0	-8510.0	-100.0	8510.0	263.0	-100.0			-263.0	0.0		1.0	0.001		0.038610965524	-100.0	-0.038610965524							False	NP	11-25	-263000	US4581401001		-0.038610965524		aqr-funds-aqr-large-cap-momentum-style-fund-class-i	https://fintel.io/i/aqr-funds-aqr-large-cap-momentum-style-fund-class-i	0.0	-100.0	-100.0	-100.0	INTC
39	Intel Corp	EC		458140100	US4581401001			NPORT-P	NQGAX - NUVEEN INVESTMENT TRUST - Nuveen NWQ Global Equity Income Fund Class A	KNX4USFCNGPY45LOCE31	USD	Long	CORP	1		US	NS	2025-02-28	2024-12-31	False		42038.0		842861	-978.0	-2.273572624139855	43016.0	1009.0	-16.55		55.95658	2352.303			1.0	0.001	0.642623898383	0.730364553796	-12.013268573478305	-0.087740655413		-1509.441					False	NP	02-28	-167000	US4581401001		-0.087740655413	-1272.347	nuveen-investment-trust	https://fintel.io/i/nuveen-investment-trust	0.0009708545034642032	-2.273572624139855	-2.273572624139855	-16.55	INTC
40	Intel Corp	EC		458140100	US4581401001		INTC	NPORT-P	NEOS ETF Trust - NEOS Nasdaq-100(R) High Income ETF	KNX4USFCNGPY45LOCE31	USD	Long	CORP	1		US	NS	2025-01-23	2024-11-30	False		189630.0		4560601	58752.0	44.890661532113874	130878.0	2884.0	58.11		29.56129	5605.707			1.0	0.001	0.7040059458	0.6684824215	5.314055113115632	0.0355235243		-1045.105					False	NP	01-23	1676000	US4581401001		0.0355235243	-734.1123	neos-etf-trust-neos-nasdaq-100-r-high-income-etf	https://fintel.io/i/neos-etf-trust-neos-nasdaq-100-r-high-income-etf	0.004379445727482679	44.890661532113874	44.890661532113874	58.11	INTC
41	INTEL CORP	EC		458140100	US4581401001			NPORT-P	TRSGX - T. Rowe Price Spectrum Funds II, Inc. - T. Rowe Price Spectrum Moderate Growth Allocation Fund									2024-10-28	2024-08-31	False		0.0		0	-122230.0	-100.0	122230.0	3770.0	-100.0			-3770.0	0.0		1.0	0.001		0.1129123717	-100.0	-0.1129123717							False	NP	10-28	-3770000	US4581401001		-0.1129123717		t-rowe-price-spectrum-funds-ii-inc-t-rowe-price-spectrum-moderate-growth-allocation-fund	https://fintel.io/i/t-rowe-price-spectrum-funds-ii-inc-t-rowe-price-spectrum-moderate-growth-allocation-fund	0.0	-100.0	-100.0	-100.0	INTC
42	INTEL CORP	COM		458140100				13F-HR	Maytus Capital Management, LLC									2025-02-14	2024-12-31	False		100000.0		2005000	-193000.0	-65.8703071672355	293000.0	6873.0	-70.83		24.97266	2497.266				0.001	0.7006213148257953	2.417046916287247	-71.01333407702327	-1.7164256014614516		-492.2656					False	13F	02-14	-4868000	458140100		-1.7164256014614516	71.734	mondrian-capital-management	https://fintel.io/i/mondrian-capital-management	0.002309468822170901	-65.8703071672355	-65.8703071672355	-70.83	INTC
43	INTEL CORP	COM		458140100				13F-HR	Mindset Wealth Management, Llc									2025-02-11	2024-12-31	False		14160.0		283908	-4250.0	-23.085279739272135	18410.0	431.0	-34.34		24.97266	353.6128				0.001	0.10377237746775751	0.17845516063026262	-41.84960686972721	-0.07468278316250511		-69.70481					False	13F	02-11	-148000	458140100		-0.07468278316250511	10.1576	mindset-wealth-management-llc7748	https://fintel.io/i/mindset-wealth-management-llc7748	0.0003270207852193995	-23.085279739272135	-23.085279739272135	-34.34	INTC
44	INTEL CORP	COM		458140100				13F-HR	Cobblestone Capital Advisors Llc /ny/									2025-02-05	2024-12-31	False		13222.0		265102	-3640.0	-21.587000355829677	16862.0	395.0	-32.91		23.62005	312.3043				0.001	0.014451680069681104	0.022188170044329252	-34.867634235683184	-0.007736489974648148		-47.20316					False	13F	02-05	-130000	458140100		-0.007736489974648148	27.36888	cobblestone-capital-advisors-llc-ny-	https://fintel.io/i/cobblestone-capital-advisors-llc-ny-	0.0003053579676674365	-21.587000355829677	-21.587000355829677	-32.91	INTC
45	INTEL CORP	COM	Put	458140100				13F-HR	HighTower Advisors, LLC									2024-11-14	2024-09-30	False		0.0		0	-3100.0	-100.0	3100.0	12.0	-100.0			-12.0	0.0			0.001		1.9174306786130276e-05	-100.0	-1.9174306786130276e-05							put	13F	11-14	-12000	458140100		-1.9174306786130276e-05		hightower-advisors-llc	https://fintel.io/i/hightower-advisors-llc	0.0	-100.0	-100.0	-100.0	INTC
46	INTEL CORP	COM		458140100				13F-HR	Renaissance Technologies Llc									2025-02-13	2024-12-31	False		4657994.0		93392780	4657994.0		0.0	0.0			22.55569	105064.3				0.001	0.13824953151819586			0.13824953151819586		-11671.5					False	13F	02-13	93392000	458140100		0.13824953151819586	14599.57	renaissance-technologies-llc	https://fintel.io/i/renaissance-technologies-llc	0.1075749191685912				INTC
47	Intel Corp Com	COM		458140100				13F-HR	First Community Trust Na									2025-01-14	2024-12-31	False		7877.0		157934	0.0	0.0	7877.0	184.0	-14.67		49.46129	389.6066				0.001	0.11282561425911622	0.15100854799055072	-25.285279700738382	-0.0381829337314345		-231.6728					False	13F	01-14	-27000	458140100		-0.0381829337314345	-187.2465	first-community-trust-na	https://fintel.io/i/first-community-trust-na	0.0001819168591224018	0.0	0.0	-14.67	INTC
48	INTEL CORP	COM		458140100				13F-HR	Corepath Wealth Partners Llc									2025-01-17	2024-12-31	False		13008.0		249748	-5040.0	-27.925531914893618	18048.0	423.0	-41.13		48.88262	635.8651				0.001	0.2433731518060742	0.4110357171391718	-40.79026671940751	-0.1676625653330976		-375.0547					False	13F	01-17	-174000	458140100		-0.1676625653330976	-301.6896	corepath-wealth-partners-llc	https://fintel.io/i/corepath-wealth-partners-llc	0.0003004157043879908	-27.925531914893618	-27.925531914893618	-41.13	INTC
